0	2.5e-10
0.001	1.2495e-09
0.002	3.497e-09
0.003	7.48999e-09
0.004	1.3725e-08
0.005	2.26975e-08
0.006	3.4902e-08
0.007	5.0832e-08
0.008	7.09801e-08
0.009	9.58377e-08
0.01	1.25895e-07
0.011	1.61643e-07
0.012	2.03568e-07
0.013	2.5216e-07
0.014	3.07903e-07
0.015	3.71285e-07
0.016	4.42789e-07
0.017	5.22899e-07
0.018	6.12098e-07
0.019	7.10867e-07
0.02	8.19687e-07
0.021	9.39038e-07
0.022	1.0694e-06
0.023	1.21125e-06
0.024	1.36506e-06
0.025	1.53131e-06
0.026	1.71047e-06
0.027	1.90303e-06
0.028	2.10944e-06
0.029	2.33019e-06
0.03	2.56574e-06
0.031	2.81657e-06
0.032	3.08314e-06
0.033	3.36591e-06
0.034	3.66537e-06
0.035	3.98197e-06
0.036	4.31618e-06
0.037	4.66846e-06
0.038	5.03928e-06
0.039	5.4291e-06
0.04	5.83837e-06
0.041	6.26757e-06
0.042	6.71714e-06
0.043	7.18756e-06
0.044	7.67926e-06
0.045	8.19272e-06
0.046	8.72839e-06
0.047	9.28671e-06
0.048	9.86815e-06
0.049	1.04732e-05
0.05	1.11022e-05
0.051	1.17557e-05
0.052	1.24341e-05
0.053	1.31379e-05
0.054	1.38675e-05
0.055	1.46234e-05
0.056	1.54059e-05
0.057	1.62157e-05
0.058	1.7053e-05
0.059	1.79183e-05
0.06	1.88122e-05
0.061	1.9735e-05
0.062	2.06871e-05
0.0629999	2.16691e-05
0.064	2.26812e-05
0.065	2.37241e-05
0.066	2.47981e-05
0.067	2.59036e-05
0.068	2.70411e-05
0.069	2.82111e-05
0.07	2.94139e-05
0.071	3.065e-05
0.072	3.19198e-05
0.073	3.32237e-05
0.074	3.45622e-05
0.075	3.59358e-05
0.076	3.73447e-05
0.077	3.87895e-05
0.078	4.02706e-05
0.079	4.17884e-05
0.08	4.33434e-05
0.081	4.49359e-05
0.082	4.65663e-05
0.083	4.82352e-05
0.084	4.99429e-05
0.085	5.16898e-05
0.086	5.34763e-05
0.087	5.5303e-05
0.088	5.71701e-05
0.089	5.90781e-05
0.09	6.10275e-05
0.091	6.30185e-05
0.092	6.50517e-05
0.093	6.71275e-05
0.094	6.92462e-05
0.095	7.14083e-05
0.096	7.36142e-05
0.097	7.58643e-05
0.098	7.81589e-05
0.099	8.04986e-05
0.1	8.28837e-05
0.101	8.53146e-05
0.102	8.77917e-05
0.103	9.03155e-05
0.104	9.28862e-05
0.105	9.55044e-05
0.106	9.81704e-05
0.107	0.000100885
0.108	0.000103647
0.109	0.000106459
0.11	0.000109321
0.111	0.000112232
0.112	0.000115193
0.113	0.000118205
0.114	0.000121268
0.115	0.000124382
0.116	0.000127548
0.117	0.000130766
0.118	0.000134037
0.119	0.000137361
0.12	0.000140738
0.121	0.000144168
0.122	0.000147653
0.123	0.000151193
0.124	0.000154787
0.125	0.000158436
0.126	0.000162141
0.127	0.000165902
0.128	0.00016972
0.129	0.000173594
0.13	0.000177525
0.131	0.000181514
0.132	0.000185561
0.133	0.000189666
0.134	0.00019383
0.135	0.000198053
0.136	0.000202335
0.137	0.000206677
0.138	0.000211079
0.139	0.000215542
0.14	0.000220066
0.141	0.000224651
0.142	0.000229297
0.143	0.000234006
0.144	0.000238776
0.145	0.00024361
0.146	0.000248507
0.147	0.000253467
0.148	0.000258491
0.149	0.000263579
0.15	0.000268732
0.151	0.000273949
0.152	0.000279232
0.153	0.000284581
0.154	0.000289995
0.155	0.000295476
0.156	0.000301023
0.157	0.000306638
0.158	0.00031232
0.159	0.00031807
0.16	0.000323887
0.161	0.000329774
0.162	0.000335729
0.163	0.000341753
0.164	0.000347847
0.165	0.000354011
0.166	0.000360245
0.167	0.000366549
0.168	0.000372924
0.169	0.000379371
0.17	0.000385889
0.171	0.000392479
0.172	0.000399142
0.173	0.000405877
0.174	0.000412685
0.175	0.000419566
0.176	0.000426521
0.177	0.00043355
0.178	0.000440654
0.179	0.000447832
0.18	0.000455085
0.181	0.000462413
0.182	0.000469817
0.183	0.000477297
0.184	0.000484853
0.185	0.000492486
0.186	0.000500196
0.187	0.000507983
0.188	0.000515848
0.189	0.000523791
0.19	0.000531813
0.191	0.000539913
0.192	0.000548091
0.193	0.00055635
0.194	0.000564687
0.195	0.000573105
0.196	0.000581603
0.197	0.000590182
0.198	0.000598841
0.199	0.000607582
0.2	0.000616404
0.201	0.000625309
0.202	0.000634295
0.203	0.000643364
0.204	0.000652516
0.205	0.00066175
0.206	0.000671069
0.207	0.000680471
0.208	0.000689957
0.209	0.000699528
0.21	0.000709183
0.211	0.000718923
0.212	0.000728749
0.213	0.00073866
0.214	0.000748657
0.215	0.000758741
0.216	0.000768911
0.217	0.000779168
0.218	0.000789512
0.219	0.000799943
0.22	0.000810463
0.221	0.00082107
0.222	0.000831766
0.223	0.00084255
0.224	0.000853424
0.225	0.000864387
0.226	0.000875439
0.227	0.000886582
0.228	0.000897814
0.229	0.000909137
0.23	0.000920551
0.231	0.000932056
0.232	0.000943652
0.233	0.00095534
0.234	0.00096712
0.235	0.000978992
0.236	0.000990957
0.237	0.00100301
0.238	0.00101516
0.239	0.00102741
0.24	0.00103975
0.241	0.00105218
0.242	0.0010647
0.243	0.00107732
0.244	0.00109004
0.245	0.00110285
0.246	0.00111576
0.247	0.00112876
0.248	0.00114186
0.249	0.00115505
0.25	0.00116834
0.251	0.00118173
0.252	0.00119521
0.253	0.0012088
0.254	0.00122247
0.255	0.00123625
0.256	0.00125013
0.257	0.0012641
0.258	0.00127818
0.259	0.00129235
0.26	0.00130662
0.261	0.00132099
0.262	0.00133546
0.263	0.00135003
0.264	0.0013647
0.265	0.00137947
0.266	0.00139435
0.267	0.00140932
0.268	0.0014244
0.269	0.00143958
0.27	0.00145485
0.271	0.00147024
0.272	0.00148572
0.273	0.00150131
0.274	0.001517
0.275	0.00153279
0.276	0.00154869
0.277	0.00156469
0.278	0.00158079
0.279	0.001597
0.28	0.00161332
0.281	0.00162974
0.282	0.00164626
0.283	0.00166289
0.284	0.00167963
0.285	0.00169647
0.286	0.00171341
0.287	0.00173047
0.288	0.00174763
0.289	0.0017649
0.29	0.00178227
0.291	0.00179975
0.292	0.00181734
0.293	0.00183504
0.294	0.00185285
0.295	0.00187076
